,Jargon_Terms,Jargon_Type,is_Jargon
10931,wired,Most Common,False
10932,elvis,Most Common,False
10933,immune,Most Common,False
10934,latvia,Most Common,False
10935,travelers,Most Common,False
10936,forestry,Most Common,False
10937,barriers,Most Common,False
10938,cant,Most Common,False
10939,jd,Most Common,False
10940,rarely,Most Common,False
10941,gpl,Most Common,False
10942,infected,Most Common,False
10943,offerings,Most Common,False
10944,martha,Most Common,False
10945,genesis,Most Common,False
10946,barrier,Most Common,False
10947,argue,Most Common,False
10948,incorrect,Most Common,False
10949,trains,Most Common,False
10950,metals,Most Common,False
10951,bicycle,Most Common,False
10952,furnishings,Most Common,False
10953,letting,Most Common,False
10954,arise,Most Common,False
10955,guatemala,Most Common,False
10956,celtic,Most Common,False
10957,thereby,Most Common,False
10958,irc,Most Common,False
10959,jamie,Most Common,False
10960,particle,Most Common,False
10961,perception,Most Common,False
10962,minerals,Most Common,False
10963,advise,Most Common,False
10964,humidity,Most Common,False
10965,bottles,Most Common,False
10966,boxing,Most Common,False
10967,wy,Most Common,False
10968,dm,Most Common,False
10969,bangkok,Most Common,False
10970,renaissance,Most Common,False
10971,pathology,Most Common,False
10972,sara,Most Common,False
10973,bra,Most Common,False
10974,ordinance,Most Common,False
10975,hughes,Most Common,False
10976,photographers,Most Common,False
10977,bitch,Most Common,False
10978,infections,Most Common,False
10979,jeffrey,Most Common,False
10980,chess,Most Common,False
10981,operates,Most Common,False
10982,brisbane,Most Common,False
10983,configured,Most Common,False
10984,survive,Most Common,False
10985,oscar,Most Common,False
10986,festivals,Most Common,False
10987,menus,Most Common,False
10988,joan,Most Common,False
10989,possibilities,Most Common,False
10990,duck,Most Common,False
10991,reveal,Most Common,False
10992,canal,Most Common,False
10993,amino,Most Common,False
10994,phi,Most Common,False
10995,contributing,Most Common,False
10996,herbs,Most Common,False
10997,clinics,Most Common,False
10998,mls,Most Common,False
10999,cow,Most Common,False
11000,manitoba,Most Common,False
11001,analytical,Most Common,False
11002,missions,Most Common,False
11003,watson,Most Common,False
11004,lying,Most Common,False
11005,costumes,Most Common,False
11006,strict,Most Common,False
11007,dive,Most Common,False
11008,saddam,Most Common,False
11009,circulation,Most Common,False
11010,drill,Most Common,False
11011,offense,Most Common,False
11012,threesome,Most Common,False
11013,bryan,Most Common,False
11014,cet,Most Common,False
11015,protest,Most Common,False
11016,handjob,Most Common,False
11017,assumption,Most Common,False
11018,jerusalem,Most Common,False
11019,hobby,Most Common,False
11020,tries,Most Common,False
11021,transexuales,Most Common,False
11022,invention,Most Common,False
11023,nickname,Most Common,False
11024,fiji,Most Common,False
11025,technician,Most Common,False
11026,inline,Most Common,False
11027,executives,Most Common,False
11028,enquiries,Most Common,False
11029,washing,Most Common,False
11030,audi,Most Common,False
11031,staffing,Most Common,False
11032,cognitive,Most Common,False
11033,exploring,Most Common,False
11034,trick,Most Common,False
11035,enquiry,Most Common,False
11036,closure,Most Common,False
11037,raid,Most Common,False
11038,ppc,Most Common,False
11039,timber,Most Common,False
11040,volt,Most Common,False
11041,intense,Most Common,False
11042,div,Most Common,False
11043,playlist,Most Common,False
11044,registrar,Most Common,False
11045,showers,Most Common,False
11046,supporters,Most Common,False
11047,ruling,Most Common,False
11048,steady,Most Common,False
11049,dirt,Most Common,False
11050,statutes,Most Common,False
11051,withdrawal,Most Common,False
11052,myers,Most Common,False
11053,drops,Most Common,False
11054,predicted,Most Common,False
11055,wider,Most Common,False
11056,saskatchewan,Most Common,False
11057,jc,Most Common,False
11058,cancellation,Most Common,False
11059,plugins,Most Common,False
11060,enrolled,Most Common,False
11061,sensors,Most Common,False
11062,screw,Most Common,False
11063,ministers,Most Common,False
11064,publicly,Most Common,False
11065,hourly,Most Common,False
11066,blame,Most Common,False
11067,geneva,Most Common,False
11068,freebsd,Most Common,False
11069,veterinary,Most Common,False
11070,acer,Most Common,False
11071,prostores,Most Common,False
11072,reseller,Most Common,False
11073,dist,Most Common,False
11074,handed,Most Common,False
11075,suffered,Most Common,False
11076,intake,Most Common,False
11077,informal,Most Common,False
11078,relevance,Most Common,False
11079,incentive,Most Common,False
11080,butterfly,Most Common,False
11081,tucson,Most Common,False
11082,mechanics,Most Common,False
11083,heavily,Most Common,False
11084,swingers,Most Common,False
11085,fifty,Most Common,False
11086,headers,Most Common,False
11087,mistakes,Most Common,False
11088,numerical,Most Common,False
11089,ons,Most Common,False
11090,geek,Most Common,False
11091,uncle,Most Common,False
11092,defining,Most Common,False
11093,xnxx,Most Common,False
11094,counting,Most Common,False
11095,reflection,Most Common,False
11096,sink,Most Common,False
11097,accompanied,Most Common,False
11098,assure,Most Common,False
11099,invitation,Most Common,False
11100,devoted,Most Common,False
11101,princeton,Most Common,False
11102,jacob,Most Common,False
11103,sodium,Most Common,False
11104,randy,Most Common,False
11105,spirituality,Most Common,False
11106,hormone,Most Common,False
11107,meanwhile,Most Common,False
11108,proprietary,Most Common,False
11109,timothy,Most Common,False
11110,childrens,Most Common,False
11111,brick,Most Common,False
11112,grip,Most Common,False
11113,naval,Most Common,False
11114,thumbzilla,Most Common,False
11115,medieval,Most Common,False
11116,porcelain,Most Common,False
11117,avi,Most Common,False
11118,bridges,Most Common,False
11119,pichunter,Most Common,False
11120,captured,Most Common,False
11121,watt,Most Common,False
11122,thehun,Most Common,False
11123,decent,Most Common,False
11124,casting,Most Common,False
11125,dayton,Most Common,False
11126,translated,Most Common,False
11127,shortly,Most Common,False
11128,cameron,Most Common,False
11129,columnists,Most Common,False
11130,pins,Most Common,False
11131,carlos,Most Common,False
11132,reno,Most Common,False
11133,donna,Most Common,False
11134,andreas,Most Common,False
11135,warrior,Most Common,False
11136,diploma,Most Common,False
11137,cabin,Most Common,False
11138,innocent,Most Common,False
11139,bdsm,Most Common,False
11140,scanning,Most Common,False
11141,ide,Most Common,False
11142,consensus,Most Common,False
11143,polo,Most Common,False
11144,valium,Most Common,False
11145,copying,Most Common,False
11146,rpg,Most Common,False
11147,delivering,Most Common,False
11148,cordless,Most Common,False
11149,patricia,Most Common,False
11150,horn,Most Common,False
11151,eddie,Most Common,False
11152,uganda,Most Common,False
11153,fired,Most Common,False
11154,journalism,Most Common,False
11155,pd,Most Common,False
11156,prot,Most Common,False
11157,trivia,Most Common,False
11158,adidas,Most Common,False
11159,perth,Most Common,False
11160,frog,Most Common,False
11161,grammar,Most Common,False
11162,intention,Most Common,False
11163,syria,Most Common,False
11164,disagree,Most Common,False
11165,klein,Most Common,False
11166,harvey,Most Common,False
11167,tires,Most Common,False
11168,logs,Most Common,False
11169,undertaken,Most Common,False
11170,tgp,Most Common,False
11171,hazard,Most Common,False
11172,retro,Most Common,False
11173,leo,Most Common,False
11174,livesex,Most Common,False
11175,statewide,Most Common,False
11176,semiconductor,Most Common,False
11177,gregory,Most Common,False
11178,episodes,Most Common,False
11179,boolean,Most Common,False
11180,circular,Most Common,False
11181,anger,Most Common,False
11182,diy,Most Common,False
11183,mainland,Most Common,False
11184,illustrations,Most Common,False
11185,suits,Most Common,False
11186,chances,Most Common,False
11187,interact,Most Common,False
11188,snap,Most Common,False
11189,happiness,Most Common,False
11190,arg,Most Common,False
11191,substantially,Most Common,False
11192,bizarre,Most Common,False
11193,glenn,Most Common,False
11194,ur,Most Common,False
11195,auckland,Most Common,False
11196,olympics,Most Common,False
11197,fruits,Most Common,False
11198,identifier,Most Common,False
11199,geo,Most Common,False
11200,worldsex,Most Common,False
11201,ribbon,Most Common,False
11202,calculations,Most Common,False
11203,doe,Most Common,False
11204,jpeg,Most Common,False
11205,conducting,Most Common,False
11206,startup,Most Common,False
11207,suzuki,Most Common,False
11208,trinidad,Most Common,False
11209,ati,Most Common,False
11210,kissing,Most Common,False
11211,wal,Most Common,False
11212,handy,Most Common,False
11213,swap,Most Common,False
11214,exempt,Most Common,False
11215,crops,Most Common,False
11216,reduces,Most Common,False
11217,accomplished,Most Common,False
11218,calculators,Most Common,False
11219,geometry,Most Common,False
11220,impression,Most Common,False
11221,abs,Most Common,False
11222,slovakia,Most Common,False
11223,flip,Most Common,False
11224,guild,Most Common,False
11225,correlation,Most Common,False
11226,gorgeous,Most Common,False
11227,capitol,Most Common,False
11228,sim,Most Common,False
11229,dishes,Most Common,False
11230,rna,Most Common,False
11231,barbados,Most Common,False
11232,chrysler,Most Common,False
11233,nervous,Most Common,False
11234,refuse,Most Common,False
11235,extends,Most Common,False
11236,fragrance,Most Common,False
11237,mcdonald,Most Common,False
11238,replica,Most Common,False
11239,plumbing,Most Common,False
11240,brussels,Most Common,False
11241,tribe,Most Common,False
11242,neighbors,Most Common,False
11243,trades,Most Common,False
11244,superb,Most Common,False
11245,buzz,Most Common,False
11246,transparent,Most Common,False
11247,nuke,Most Common,False
11248,rid,Most Common,False
11249,trinity,Most Common,False
11250,charleston,Most Common,False
11251,handled,Most Common,False
11252,legends,Most Common,False
11253,boom,Most Common,False
11254,calm,Most Common,False
11255,champions,Most Common,False
11256,floors,Most Common,False
11257,selections,Most Common,False
11258,projectors,Most Common,False
11259,inappropriate,Most Common,False
11260,exhaust,Most Common,False
11261,comparing,Most Common,False
11262,shanghai,Most Common,False
11263,speaks,Most Common,False
11264,burton,Most Common,False
11265,vocational,Most Common,False
11266,davidson,Most Common,False
11267,copied,Most Common,False
11268,scotia,Most Common,False
11269,farming,Most Common,False
11270,gibson,Most Common,False
11271,pharmacies,Most Common,False
11272,fork,Most Common,False
11273,troy,Most Common,False
11274,ln,Most Common,False
11275,roller,Most Common,False
11276,introducing,Most Common,False
11277,batch,Most Common,False
11278,organize,Most Common,False
11279,appreciated,Most Common,False
11280,alter,Most Common,False
11281,nicole,Most Common,False
11282,latino,Most Common,False
11283,ghana,Most Common,False
11284,edges,Most Common,False
11285,uc,Most Common,False
11286,mixing,Most Common,False
11287,handles,Most Common,False
11288,skilled,Most Common,False
11289,fitted,Most Common,False
11290,albuquerque,Most Common,False
11291,harmony,Most Common,False
11292,distinguished,Most Common,False
11293,asthma,Most Common,False
11294,projected,Most Common,False
11295,assumptions,Most Common,False
11296,shareholders,Most Common,False
11297,twins,Most Common,False
11298,developmental,Most Common,False
11299,rip,Most Common,False
11300,zope,Most Common,False
11301,regulated,Most Common,False
11302,triangle,Most Common,False
11303,amend,Most Common,False
11304,anticipated,Most Common,False
11305,oriental,Most Common,False
11306,reward,Most Common,False
11307,windsor,Most Common,False
11308,zambia,Most Common,False
11309,completing,Most Common,False
11310,gmbh,Most Common,False
11311,buf,Most Common,False
11312,ld,Most Common,False
11313,hydrogen,Most Common,False
11314,webshots,Most Common,False
11315,sprint,Most Common,False
11316,comparable,Most Common,False
11317,chick,Most Common,False
11318,advocate,Most Common,False
11319,sims,Most Common,False
11320,confusion,Most Common,False
11321,copyrighted,Most Common,False
11322,tray,Most Common,False
11323,inputs,Most Common,False
11324,warranties,Most Common,False
11325,genome,Most Common,False
11326,escorts,Most Common,False
11327,documented,Most Common,False
11328,thong,Most Common,False
11329,medal,Most Common,False
11330,paperbacks,Most Common,False
11331,coaches,Most Common,False
11332,vessels,Most Common,False
11333,harbour,Most Common,False
11334,walks,Most Common,False
11335,sucks,Most Common,False
11336,sol,Most Common,False
11337,keyboards,Most Common,False
11338,sage,Most Common,False
11339,knives,Most Common,False
11340,eco,Most Common,False
11341,vulnerable,Most Common,False
11342,arrange,Most Common,False
11343,artistic,Most Common,False
11344,bat,Most Common,False
11345,honors,Most Common,False
11346,booth,Most Common,False
11347,indie,Most Common,False
11348,reflected,Most Common,False
11349,unified,Most Common,False
11350,bones,Most Common,False
11351,breed,Most Common,False
11352,detector,Most Common,False
11353,ignored,Most Common,False
11354,polar,Most Common,False
11355,fallen,Most Common,False
11356,precise,Most Common,False
11357,sussex,Most Common,False
11358,respiratory,Most Common,False
11359,notifications,Most Common,False
11360,msgid,Most Common,False
11361,transexual,Most Common,False
11362,mainstream,Most Common,False
11363,invoice,Most Common,False
11364,evaluating,Most Common,False
11365,lip,Most Common,False
11366,subcommittee,Most Common,False
11367,sap,Most Common,False
11368,gather,Most Common,False
11369,suse,Most Common,False
11370,maternity,Most Common,False
11371,backed,Most Common,False
11372,alfred,Most Common,False
11373,colonial,Most Common,False
11374,mf,Most Common,False
11375,carey,Most Common,False
11376,motels,Most Common,False
11377,forming,Most Common,False
11378,embassy,Most Common,False
11379,cave,Most Common,False
11380,journalists,Most Common,False
11381,danny,Most Common,False
11382,rebecca,Most Common,False
11383,slight,Most Common,False
11384,proceeds,Most Common,False
11385,indirect,Most Common,False
11386,amongst,Most Common,False
11387,wool,Most Common,False
11388,foundations,Most Common,False
11389,msgstr,Most Common,False
11390,arrest,Most Common,False
11391,volleyball,Most Common,False
11392,mw,Most Common,False
11393,adipex,Most Common,False
11394,horizon,Most Common,False
11395,nu,Most Common,False
11396,deeply,Most Common,False
11397,toolbox,Most Common,False
11398,ict,Most Common,False
11399,marina,Most Common,False
11400,liabilities,Most Common,False
11401,prizes,Most Common,False
11402,bosnia,Most Common,False
11403,browsers,Most Common,False
11404,decreased,Most Common,False
11405,patio,Most Common,False
11406,dp,Most Common,False
11407,tolerance,Most Common,False
11408,surfing,Most Common,False
11409,creativity,Most Common,False
11410,lloyd,Most Common,False
11411,describing,Most Common,False
11412,optics,Most Common,False
11413,pursue,Most Common,False
11414,lightning,Most Common,False
11415,overcome,Most Common,False
11416,eyed,Most Common,False
11417,ou,Most Common,False
11418,quotations,Most Common,False
11419,grab,Most Common,False
11420,inspector,Most Common,False
11421,attract,Most Common,False
11422,brighton,Most Common,False
11423,beans,Most Common,False
11424,bookmarks,Most Common,False
11425,ellis,Most Common,False
11426,disable,Most Common,False
11427,snake,Most Common,False
11428,succeed,Most Common,False
11429,leonard,Most Common,False
11430,lending,Most Common,False
11431,oops,Most Common,False
11432,reminder,Most Common,False
11433,nipple,Most Common,False
11434,xi,Most Common,False
11435,searched,Most Common,False
11436,behavioral,Most Common,False
11437,riverside,Most Common,False
11438,bathrooms,Most Common,False
11439,plains,Most Common,False
11440,sku,Most Common,False
11441,ht,Most Common,False
11442,raymond,Most Common,False
11443,insights,Most Common,False
11444,abilities,Most Common,False
11445,initiated,Most Common,False
11446,sullivan,Most Common,False
11447,za,Most Common,False
11448,midwest,Most Common,False
11449,karaoke,Most Common,False
11450,trap,Most Common,False
11451,lonely,Most Common,False
11452,fool,Most Common,False
11453,ve,Most Common,False
11454,nonprofit,Most Common,False
11455,lancaster,Most Common,False
11456,suspended,Most Common,False
11457,hereby,Most Common,False
11458,observe,Most Common,False
11459,julia,Most Common,False
11460,containers,Most Common,False
11461,attitudes,Most Common,False
11462,karl,Most Common,False
11463,berry,Most Common,False
11464,collar,Most Common,False
11465,simultaneously,Most Common,False
11466,racial,Most Common,False
11467,integrate,Most Common,False
11468,bermuda,Most Common,False
11469,amanda,Most Common,False
11470,sociology,Most Common,False
11471,mobiles,Most Common,False
11472,screenshot,Most Common,False
11473,exhibitions,Most Common,False
11474,kelkoo,Most Common,False
11475,confident,Most Common,False
11476,retrieved,Most Common,False
11477,exhibits,Most Common,False
11478,officially,Most Common,False
11479,consortium,Most Common,False
11480,dies,Most Common,False
11481,terrace,Most Common,False
11482,bacteria,Most Common,False
11483,pts,Most Common,False
11484,replied,Most Common,False
11485,seafood,Most Common,False
11486,novels,Most Common,False
11487,rh,Most Common,False
11488,rrp,Most Common,False
11489,recipients,Most Common,False
11490,playboy,Most Common,False
11491,ought,Most Common,False
11492,delicious,Most Common,False
11493,traditions,Most Common,False
11494,fg,Most Common,False
11495,jail,Most Common,False
11496,safely,Most Common,False
11497,finite,Most Common,False
11498,kidney,Most Common,False
11499,periodically,Most Common,False
11500,fixes,Most Common,False
11501,sends,Most Common,False
11502,durable,Most Common,False
11503,mazda,Most Common,False
11504,allied,Most Common,False
11505,throws,Most Common,False
11506,moisture,Most Common,False
11507,hungarian,Most Common,False
11508,roster,Most Common,False
11509,referring,Most Common,False
11510,symantec,Most Common,False
11511,spencer,Most Common,False
11512,wichita,Most Common,False
11513,nasdaq,Most Common,False
11514,uruguay,Most Common,False
11515,ooo,Most Common,False
11516,hz,Most Common,False
11517,transform,Most Common,False
11518,timer,Most Common,False
11519,tablets,Most Common,False
11520,tuning,Most Common,False
11521,gotten,Most Common,False
11522,educators,Most Common,False
11523,tyler,Most Common,False
11524,futures,Most Common,False
11525,vegetable,Most Common,False
11526,verse,Most Common,False
11527,highs,Most Common,False
11528,humanities,Most Common,False
11529,independently,Most Common,False
11530,wanting,Most Common,False
11531,custody,Most Common,False
11532,scratch,Most Common,False
11533,launches,Most Common,False
11534,ipaq,Most Common,False
11535,alignment,Most Common,False
11536,masturbating,Most Common,False
11537,henderson,Most Common,False
11538,bk,Most Common,False
11539,britannica,Most Common,False
11540,comm,Most Common,False
11541,ellen,Most Common,False
11542,competitors,Most Common,False
11543,nhs,Most Common,False
11544,rocket,Most Common,False
11545,aye,Most Common,False
11546,bullet,Most Common,False
11547,towers,Most Common,False
11548,racks,Most Common,False
11549,lace,Most Common,False
11550,nasty,Most Common,False
11551,visibility,Most Common,False
11552,latitude,Most Common,False
11553,consciousness,Most Common,False
11554,ste,Most Common,False
11555,tumor,Most Common,False
11556,ugly,Most Common,False
11557,deposits,Most Common,False
11558,beverly,Most Common,False
11559,mistress,Most Common,False
11560,encounter,Most Common,False
11561,trustees,Most Common,False
11562,watts,Most Common,False
11563,duncan,Most Common,False
11564,reprints,Most Common,False
11565,hart,Most Common,False
11566,bernard,Most Common,False
11567,resolutions,Most Common,False
11568,ment,Most Common,False
11569,accessing,Most Common,False
11570,forty,Most Common,False
11571,tubes,Most Common,False
11572,attempted,Most Common,False
11573,col,Most Common,False
11574,midlands,Most Common,False
11575,priest,Most Common,False
11576,floyd,Most Common,False
11577,ronald,Most Common,False
11578,analysts,Most Common,False
11579,queue,Most Common,False
11580,dx,Most Common,False
11581,sk,Most Common,False
11582,trance,Most Common,False
11583,locale,Most Common,False
11584,nicholas,Most Common,False
11585,biol,Most Common,False
11586,yu,Most Common,False
11587,bundle,Most Common,False
11588,hammer,Most Common,False
11589,invasion,Most Common,False
11590,witnesses,Most Common,False
11591,runner,Most Common,False
11592,rows,Most Common,False
11593,administered,Most Common,False
11594,notion,Most Common,False
11595,sq,Most Common,False
11596,skins,Most Common,False
11597,mailed,Most Common,False
11598,oc,Most Common,False
11599,fujitsu,Most Common,False
11600,spelling,Most Common,False
11601,arctic,Most Common,False
11602,exams,Most Common,False
11603,rewards,Most Common,False
11604,beneath,Most Common,False
11605,strengthen,Most Common,False
11606,defend,Most Common,False
11607,aj,Most Common,False
11608,frederick,Most Common,False
11609,medicaid,Most Common,False
11610,treo,Most Common,False
11611,infrared,Most Common,False
11612,seventh,Most Common,False
11613,gods,Most Common,False
11614,une,Most Common,False
11615,welsh,Most Common,False
11616,belly,Most Common,False
11617,aggressive,Most Common,False
11618,tex,Most Common,False
11619,advertisements,Most Common,False
11620,quarters,Most Common,False
11621,stolen,Most Common,False
11622,cia,Most Common,False
11623,sublimedirectory,Most Common,False
11624,soonest,Most Common,False
11625,haiti,Most Common,False
11626,disturbed,Most Common,False
11627,determines,Most Common,False
11628,sculpture,Most Common,False
11629,poly,Most Common,False
11630,ears,Most Common,False
11631,dod,Most Common,False
11632,wp,Most Common,False
11633,fist,Most Common,False
11634,naturals,Most Common,False
11635,neo,Most Common,False
11636,motivation,Most Common,False
11637,lenders,Most Common,False
11638,pharmacology,Most Common,False
11639,fitting,Most Common,False
11640,fixtures,Most Common,False
11641,bloggers,Most Common,False
11642,mere,Most Common,False
11643,agrees,Most Common,False
11644,passengers,Most Common,False
11645,quantities,Most Common,False
11646,petersburg,Most Common,False
11647,consistently,Most Common,False
11648,powerpoint,Most Common,False
11649,cons,Most Common,False
11650,surplus,Most Common,False
11651,elder,Most Common,False
11652,sonic,Most Common,False
11653,obituaries,Most Common,False
11654,cheers,Most Common,False
11655,dig,Most Common,False
11656,taxi,Most Common,False
11657,punishment,Most Common,False
11658,appreciation,Most Common,False
11659,subsequently,Most Common,False
11660,om,Most Common,False
11661,belarus,Most Common,False
11662,nat,Most Common,False
11663,zoning,Most Common,False
11664,gravity,Most Common,False
11665,providence,Most Common,False
11666,thumb,Most Common,False
11667,restriction,Most Common,False
11668,incorporate,Most Common,False
11669,backgrounds,Most Common,False
11670,treasurer,Most Common,False
11671,guitars,Most Common,False
11672,essence,Most Common,False
11673,flooring,Most Common,False
11674,lightweight,Most Common,False
11675,ethiopia,Most Common,False
11676,tp,Most Common,False
11677,mighty,Most Common,False
11678,athletes,Most Common,False
11679,humanity,Most Common,False
11680,transcription,Most Common,False
11681,jm,Most Common,False
11682,holmes,Most Common,False
11683,complications,Most Common,False
11684,scholars,Most Common,False
11685,dpi,Most Common,False
11686,scripting,Most Common,False
11687,gis,Most Common,False
11688,remembered,Most Common,False
11689,galaxy,Most Common,False
11690,chester,Most Common,False
11691,snapshot,Most Common,False
11692,caring,Most Common,False
11693,loc,Most Common,False
11694,worn,Most Common,False
11695,synthetic,Most Common,False
11696,shaw,Most Common,False
11697,vp,Most Common,False
11698,segments,Most Common,False
11699,testament,Most Common,False
11700,expo,Most Common,False
11701,dominant,Most Common,False
11702,twist,Most Common,False
11703,specifics,Most Common,False
11704,itunes,Most Common,False
11705,stomach,Most Common,False
11706,partially,Most Common,False
11707,buried,Most Common,False
11708,cn,Most Common,False
11709,newbie,Most Common,False
11710,minimize,Most Common,False
11711,darwin,Most Common,False
11712,ranks,Most Common,False
11713,wilderness,Most Common,False
11714,debut,Most Common,False
11715,generations,Most Common,False
11716,tournaments,Most Common,False
11717,bradley,Most Common,False
11718,deny,Most Common,False
11719,anatomy,Most Common,False
11720,bali,Most Common,False
11721,judy,Most Common,False
11722,sponsorship,Most Common,False
11723,headphones,Most Common,False
11724,fraction,Most Common,False
11725,trio,Most Common,False
11726,proceeding,Most Common,False
11727,cube,Most Common,False
11728,defects,Most Common,False
11729,volkswagen,Most Common,False
11730,uncertainty,Most Common,False
11731,breakdown,Most Common,False
11732,milton,Most Common,False
11733,marker,Most Common,False
11734,reconstruction,Most Common,False
11735,subsidiary,Most Common,False
11736,strengths,Most Common,False
11737,clarity,Most Common,False
11738,rugs,Most Common,False
11739,sandra,Most Common,False
11740,adelaide,Most Common,False
11741,encouraging,Most Common,False
11742,furnished,Most Common,False
11743,monaco,Most Common,False
11744,settled,Most Common,False
11745,folding,Most Common,False
11746,emirates,Most Common,False
11747,terrorists,Most Common,False
11748,airfare,Most Common,False
11749,comparisons,Most Common,False
11750,beneficial,Most Common,False
11751,distributions,Most Common,False
11752,vaccine,Most Common,False
11753,belize,Most Common,False
11754,crap,Most Common,False
11755,fate,Most Common,False
11756,viewpicture,Most Common,False
11757,promised,Most Common,False
11758,volvo,Most Common,False
11759,penny,Most Common,False
11760,robust,Most Common,False
11761,bookings,Most Common,False
11762,threatened,Most Common,False
11763,minolta,Most Common,False
11764,republicans,Most Common,False
11765,discusses,Most Common,False
11766,gui,Most Common,False
11767,porter,Most Common,False
11768,gras,Most Common,False
11769,jungle,Most Common,False
11770,ver,Most Common,False
11771,rn,Most Common,False
11772,responded,Most Common,False
11773,rim,Most Common,False
11774,abstracts,Most Common,False
11775,zen,Most Common,False
11776,ivory,Most Common,False
11777,alpine,Most Common,False
11778,dis,Most Common,False
11779,prediction,Most Common,False
11780,pharmaceuticals,Most Common,False
11781,andale,Most Common,False
11782,fabulous,Most Common,False
11783,remix,Most Common,False
11784,alias,Most Common,False
11785,thesaurus,Most Common,False
11786,individually,Most Common,False
11787,battlefield,Most Common,False
11788,literally,Most Common,False
11789,newer,Most Common,False
11790,kay,Most Common,False
11791,ecological,Most Common,False
11792,spice,Most Common,False
11793,oval,Most Common,False
11794,implies,Most Common,False
11795,cg,Most Common,False
11796,soma,Most Common,False
11797,ser,Most Common,False
11798,cooler,Most Common,False
11799,appraisal,Most Common,False
11800,consisting,Most Common,False
11801,maritime,Most Common,False
11802,periodic,Most Common,False
11803,submitting,Most Common,False
11804,overhead,Most Common,False
11805,ascii,Most Common,False
11806,prospect,Most Common,False
11807,shipment,Most Common,False
11808,breeding,Most Common,False
11809,citations,Most Common,False
11810,geographical,Most Common,False
11811,donor,Most Common,False
11812,mozambique,Most Common,False
11813,tension,Most Common,False
11814,href,Most Common,False
11815,benz,Most Common,False
11816,trash,Most Common,False
11817,shapes,Most Common,False
11818,wifi,Most Common,False
11819,tier,Most Common,False
11820,fwd,Most Common,False
11821,earl,Most Common,False
11822,manor,Most Common,False
11823,envelope,Most Common,False
11824,diane,Most Common,False
11825,homeland,Most Common,False
11826,disclaimers,Most Common,False
11827,championships,Most Common,False
11828,excluded,Most Common,False
11829,andrea,Most Common,False
11830,breeds,Most Common,False
11831,rapids,Most Common,False
11832,disco,Most Common,False
11833,sheffield,Most Common,False
11834,bailey,Most Common,False
11835,aus,Most Common,False
11836,endif,Most Common,False
11837,finishing,Most Common,False
11838,emotions,Most Common,False
11839,wellington,Most Common,False
11840,incoming,Most Common,False
11841,prospects,Most Common,False
11842,lexmark,Most Common,False
11843,cleaners,Most Common,False
11844,bulgarian,Most Common,False
11845,hwy,Most Common,False
11846,eternal,Most Common,False
11847,cashiers,Most Common,False
11848,guam,Most Common,False
11849,cite,Most Common,False
11850,aboriginal,Most Common,False
11851,remarkable,Most Common,False
11852,rotation,Most Common,False
11853,nam,Most Common,False
11854,preventing,Most Common,False
11855,productive,Most Common,False
11856,boulevard,Most Common,False
11857,eugene,Most Common,False
11858,ix,Most Common,False
11859,gdp,Most Common,False
11860,pig,Most Common,False
11861,metric,Most Common,False
11862,compliant,Most Common,False
11863,minus,Most Common,False
11864,penalties,Most Common,False
11865,bennett,Most Common,False
11866,imagination,Most Common,False
11867,hotmail,Most Common,False
11868,refurbished,Most Common,False
11869,joshua,Most Common,False
11870,armenia,Most Common,False
11871,varied,Most Common,False
11872,grande,Most Common,False
11873,closest,Most Common,False
11874,activated,Most Common,False
11875,actress,Most Common,False
11876,mess,Most Common,False
11877,conferencing,Most Common,False
11878,assign,Most Common,False
11879,armstrong,Most Common,False
11880,politicians,Most Common,False
11881,trackbacks,Most Common,False
11882,lit,Most Common,False
11883,accommodate,Most Common,False
11884,tigers,Most Common,False
11885,aurora,Most Common,False
11886,una,Most Common,False
11887,slides,Most Common,False
11888,milan,Most Common,False
11889,premiere,Most Common,False
11890,lender,Most Common,False
11891,villages,Most Common,False
11892,shade,Most Common,False
11893,chorus,Most Common,False
11894,christine,Most Common,False
11895,rhythm,Most Common,False
11896,digit,Most Common,False
11897,argued,Most Common,False
11898,dietary,Most Common,False
11899,symphony,Most Common,False
11900,clarke,Most Common,False
11901,sudden,Most Common,False
11902,accepting,Most Common,False
11903,precipitation,Most Common,False
11904,marilyn,Most Common,False
11905,lions,Most Common,False
11906,findlaw,Most Common,False
11907,ada,Most Common,False
11908,pools,Most Common,False
11909,tb,Most Common,False
11910,lyric,Most Common,False
11911,claire,Most Common,False
11912,isolation,Most Common,False
11913,speeds,Most Common,False
11914,sustained,Most Common,False
11915,matched,Most Common,False
11916,approximate,Most Common,False
11917,rope,Most Common,False
11918,carroll,Most Common,False
11919,rational,Most Common,False
11920,programmer,Most Common,False
11921,fighters,Most Common,False
11922,chambers,Most Common,False
11923,dump,Most Common,False
11924,greetings,Most Common,False
11925,inherited,Most Common,False
11926,warming,Most Common,False
11927,incomplete,Most Common,False
11928,vocals,Most Common,False
11929,chronicle,Most Common,False
11930,fountain,Most Common,False
11931,chubby,Most Common,False
11932,grave,Most Common,False
11933,legitimate,Most Common,False
11934,biographies,Most Common,False
11935,burner,Most Common,False
11936,yrs,Most Common,False
11937,foo,Most Common,False
11938,investigator,Most Common,False
11939,gba,Most Common,False
11940,plaintiff,Most Common,False
11941,finnish,Most Common,False
11942,gentle,Most Common,False
